Stop_Code_LBSL,Bus_Stop_Code,Naptan_Atco,Location_Easting,Location_Northing,Heading,Stop_Area,Virtual_Bus_Stop
34592,58252,490005562W,531417,178462,292,N518,0
34593,56515,490010380E,531417,178404,106,N519,0
34594,73726,490010380W,531414,178389,285,N519,0
34596,51065,490010542S,531412,184986,206,QQ07,0
34597,51421,490010542N,531410,184968,27,QQ07,0
34598,71772,490005362S,531409,184629,183,QL01,0
34599,77026,490005362N,531408,184630,3,QL01,0
34600,72613,490013569S,531407,184183,197,QL02,0
34601,75113,490013569N,531407,184216,18,QL02,0
34605,59188,490015223C11,531404,165537,164,HC15,0
34606,49697,490012395W,531404,188529,236,R104,0
34608,77575,490012236N,531403,190307,359,T704,0
34609,57286,490007070S,531401,190193,178,T704,0
34610,52817,490011298W1,531400,190644,239,T703,0
34611,72582,490014990E,531399,179633,88,E406,0
34612,53486,490007879W,531399,179628,268,E407,0
34613,77277,490014990W,531396,179607,267,E406,0
34615,50434,490000230D,531395,184253,149,8C02,0
34616,56053,490012587S,531394,191811,188,VE21,0
34617,56724,490011134S,531393,192035,188,VE20,0
34620,55372,4.90E+09,531392,192208,272,VE19,0
34621,77995,490007917W,531391,192240,262,VE18,0
34622,56361,490007917E,531389,192253,82,VE36,0
34623,74706,490008303S,531388,176054,221,3M12,0
34624,73978,490008207S,531387,187910,152,9102,0
34625,73238,490008207N,531387,187866,332,9102,0
34626,74128,490012816S,531386,187771,169,9103,0
34627,49549,490010379N,531384,188378,330,9101,0
34628,50312,490010379S,531381,188402,151,9101,0
34629,75852,490010142S,531379,174900,222,N309,0
3463,77698,490011821S1,531379,167079,217,LE01,0
34630,72415,490010142N,531377,174952,43,N309,0
34631,58974,490004673S,531375,174603,223,N310,0
34632,48654,490004673N,531374,174655,42,N310,0
34633,56820,490007972S,531374,174405,223,N211,0
34634,59529,490007972N,531373,174429,42,N211,0
34635,75169,490014513S,531369,174056,224,N210,0
34636,72154,490014513N,531369,174121,43,N210,0
34637,72554,490003784N,531368,173883,33,N209,0
34638,72108,490007903W,531367,173770,284,N217,0
34639,55865,490007415E,531365,173860,96,N208,0
34652,56308,490009993W,531362,193812,291,U210,0
34653,47969,490009812N,531362,193944,22,U208,0
34654,56034,490009812S,531359,193851,195,U208,0
34673,71871,490014796N,531357,173634,8,5P20,0
34674,73502,490008565S,531356,173608,138,5Q02,0
34675,57570,490004595S,531355,173479,139,5Q03,0
34678,74907,490004184E,531353,163485,77,J112,0
34679,74585,490007376E,531352,173863,95,5L09,0
34686,47772,490001331T,531349,172004,160,4Q08,0
34695,56566,490014182E,531349,167734,65,LD07,0
34698,47823,490006504D,531349,168404,110,FK16,0
3470,56180,490008428N,531349,169372,304,LF18,0
34707,58271,490010619J,531348,178733,278,G216,0
34711,50732,490006543N1,531348,174404,7,GE18,0
34716,47194,490000179S,531347,180560,240,0C08,0
34717,54601,490010526G,531346,180434,239,0C09,0
34718,52199,490006942W,531345,190911,245,TD02,0
34719,48627,490007607E,531341,190934,70,TD02,0
3472,47831,490005573N,531340,170061,6,K501,0
34720,59184,490010719E,531335,190697,142,T711,0
34721,47807,490003331W,531335,190754,297,T711,0
34722,57871,490010315E,531333,190600,91,T702,0
34723,71354,490010315W,531332,190586,271,T702,0
34729,54751,490003328U,531331,184564,68,A902,0
34731,75049,490003260N,531331,185105,323,A703,0
34732,55602,490003260S,531331,184899,161,A703,0
34733,49168,490009519N,531330,185306,323,A702,0
34736,57559,490011402E,531328,178319,108,N520,0
34737,56676,490011402W,531327,178324,288,N520,0
34748,72951,490012808Z,531326,175105,166,4.00E+02,0
3475,57810,490013982N,531323,172110,20,K505,0
34750,55629,490006085W,531322,173309,207,5P28,0
34751,54998,490010967R,531322,173496,167,5P29,0
34752,76581,490001231E,531321,175073,192,5S02,0
34753,77538,490007917S,531321,192218,173,VE18,0
34755,58218,490014256D,531321,178682,59,7911,0
34756,71693,490010163N,531318,185858,313,R903,0
34758,47283,490005753S,531317,191021,165,TD03,0
3476,57005,490008686S,531315,171346,169,K503,0
34760,71339,490010898F,531312,178806,60,7910,0
34767,51084,490014332W,531311,190756,286,XK08,0
34769,57514,490011530E,531306,190778,82,XK09,0
3477,73657,490013982S,531305,172129,198,K505,0
34773,72750,490005845P,531304,184074,336,PE03,0
34774,54681,490005845R,531304,184054,157,PE03,0
34775,55937,490010686Q,531303,184101,156,PE03,0
34778,75297,490012895W,531301,191877,255,VG02,0
34784,76468,490010886A,531301,175623,161,3R13,0
34786,75026,490003524N,531301,186206,333,R902,0
34787,58278,490011297W,531300,186363,304,R901,0
34788,58841,490011174S,531300,186256,123,R902,0
3479,74598,490003134M,531300,173733,121,5P10,0
34790,58187,490010647S,531299,184892,130,DE03,0
34791,53808,490003926S2,531298,184799,154,DE04,0
34792,73004,490011721E,531297,184495,152,BG03,0
34793,73667,490011721N,531296,184449,338,DE05,0
34795,47029,490004710E,531292,183028,92,RC16,0
34796,73990,490004444N,531292,182862,27,0U06,0
34797,73157,490005186N2,531287,182606,26,0P03,0
34798,57190,490011880E,531285,182557,106,0N07,0
34799,47005,490009459E,531284,182600,106,0N08,0
348,55457,490004215M,531281,183038,65,BF05,0
3480,47724,490004456N,531275,179133,8,6901,0
34800,59484,490006901N,531274,182649,351,0N08,0
34801,71274,490004806N,531272,183046,344,RC19,0
34802,55113,490004806S,531272,182956,160,RC19,0
34812,52975,490010190S,531272,179755,182,G428,0
34813,54857,490010190N,531271,179795,7,G427,0
34815,48234,490009166E,531270,179651,88,E408,0
34816,58526,490009166W,531267,179634,267,E408,0
34817,75270,490013211E,531266,179547,119,E409,0
34818,53780,490013211W,531266,179549,300,E409,0
34819,48884,490010308N,531265,179625,12,E509,0
34825,75640,490007643W,531262,179449,259,E412,0
34826,71902,490008995S,531260,164999,190,HL17,0
34827,75141,490006859E,531259,164876,113,HL18,0
34828,50337,490003924F,531254,180432,142,0D02,0
34832,57928,490012333EB,531251,172051,108,MJ05,0
34835,57051,490003691N,531249,176916,329,5303,0
34836,47605,490013969B,531247,184323,336,PE02,0
34838,58673,490012010E,531247,186065,80,DD13,0
34839,49015,490016263RW,531246,179445,81,407,0
3484,47023,490006812N,531245,193800,16,U703,0
34843,51973,490007132S,531244,183250,149,W203,0
34846,51487,490015196OG,531244,181288,342,802,0
34847,58600,490000173JC,531242,181254,150,806,0
34848,72245,490000173AP,531242,181141,342,803,0
34861,72248,490006132E,531241,180951,122,QF04,0
34862,48751,490009712X,531239,180864,78,QF05,0
34863,74528,490010330E,531239,186121,125,R908,0
34865,76208,490010856H,531237,185701,214,W903,0
34866,56641,490010856G,531236,185724,34,W903,0
3487,49507,490011857S,531236,195378,157,UR05,0
34870,56483,490010162N,531235,185983,298,R903,0
34872,56450,490000034R,531235,190663,228,TD01,0
3488,49406,490011857N,531231,195427,326,UR05,0
34884,51719,490010667E,531231,183389,130,WK02,0
34888,75562,490003307P,531231,185838,5,DA01,0
34889,47568,490003304E,531230,187932,77,D810,0
3489,56764,490001101M,531230,196585,263,US01,0
34890,59357,490014012S,531230,188018,211,D806,0
34891,50081,490010244S,531229,181511,164,PH11,0
34892,71813,490011977N,531229,181459,338,PH11,0
3490,71413,490001101K,531225,196597,83,US01,0
34904,53283,490011413S,531222,174767,184,5N04,0
34906,72335,490015373N,531222,175372,340,N817,0
3491,77989,490007396W2,531220,196330,288,UJ05,0
34911,58992,490003402S,531220,175646,144,N820,0
34913,52048,490012803Z,531216,183683,293,RF16,0
34914,54759,490007271Z,531215,187594,42,T110,0
34917,74679,490005311N2,531214,182334,305,0T10,0
34918,55091,490004130N,531214,180406,326,G307,0
3492,54523,4.90E+09,531211,196363,108,UJ05,0
34926,73980,490006622J,531210,178020,261,E003,0
34927,58035,490011294E,531210,192081,83,UD01,0
34929,73899,490012703S,531210,171560,152,N004,0
3493,47647,490013843S,531209,198993,191,UH12,0
34930,49266,490003725N,531208,171717,26,MA12,0
34931,49858,490003435W,531207,181860,231,QH04,0
34936,50701,490004573W,531206,178853,283,N513,0
34937,75551,490004573E,531206,178888,98,N513,0
3494,52256,490013843N,531204,199021,12,UH12,0
34940,53943,490001172X,531203,183000,263,8506,0
34942,57473,40004405164B,531203,165338,25,ZX47,0
34943,53351,40004405164A,531197,165247,205,ZX47,0
34944,55912,40004405165B,531196,165781,34,ZX46,0
34945,53579,40004405165A,531195,165858,200,ZX46,0
34946,52737,40004405166B,531194,166154,63,ZY19,0
34947,55529,40004405166A,531193,166129,244,ZY19,0
34948,51438,40004405167B,531192,166338,64,ZY18,0
34949,58735,40004405167A,531191,166295,244,ZY18,0
3495,56755,490004575E,531190,199745,70,UH10,0
34953,76407,490013939S,531190,184902,136,8D07,0
34955,57116,490004475W,531186,178367,257,E514,0
34958,55375,490008814E,531185,171228,110,MB12,0
34959,48666,490008592D,531182,185924,155,CH32,0
3496,74837,490004575W,531182,199725,248,UH10,0
34960,76751,4.90E+09,531181,186594,352,CF14,0
34962,53651,490008592E,531178,185914,335,CH32,0
34964,73419,490005973S,531177,186297,177,CF18,0
34965,54768,490015267S,531177,186534,171,CF14,0
34966,73176,490012735S,531176,175256,113,5717,0
34967,55290,490012735N,531176,175277,303,5717,0
34968,77658,490014323N,531176,175529,340,5408,0
34969,51059,490014323S,531176,175556,162,5408,0
34970,73270,490014139N,531174,175616,338,5407,0
34971,57438,490008280S,531173,175708,158,5407,0
34973,59199,490001216E,531173,168377,214,HS12,0
34975,48907,490007868R,531172,188303,32,SC18,0
34978,75416,490008416W,531172,183058,304,V202,0
34979,58662,490010983W,531171,183195,313,V203,0
34980,52831,490007001W,531170,183204,293,V304,0
34981,47144,490009404W,531168,183310,286,V305,0
34982,76755,490009419S,531168,183304,210,V306,0
34983,77844,490009186N,531166,163960,330,J309,0
34987,72816,490006666N,531166,176194,337,E106,0
34989,72110,490011760C,531165,185480,74,8D09,0
34991,55982,490013297N1,531164,182471,2,0P02,0
34992,73592,490013297S2,531164,182488,182,0P02,0
34994,48897,490007861W2,531164,182155,251,0N02,0
34995,48494,490010718E,531163,189763,74,XQ02,0
34996,53540,490010718W,531163,189758,254,XQ02,0
34997,51186,490007651E,531162,189656,73,XQ03,0
34998,75527,490007651W,531162,189668,253,XQ03,0
34999,72839,4.90E+09,531160,189564,71,XQ04,0
35000,50575,490007652W,531158,189513,222,XQ04,0
35013,77987,490014095T,531157,183990,58,PE04,0
35030,47551,490000235X,531157,181412,255,8216,0
35033,72768,490006162S,531156,161854,164,FE09,0
35036,48459,490012929S5,531156,171103,163,4U11,0
35037,49292,490012929S6,531153,171067,160,4U11,0
35038,77639,490013781N,531151,181229,332,A003,0
35039,74247,490013781S,531151,181301,163,A003,0
3505,48536,490014597S,531149,191303,200,9C09,0
35052,53890,490012068T,531148,179840,338,6601,0
351,57706,490011617N,531145,178690,307,0L10,0
3510,57973,490010626N,531145,198891,26,UH05,0
3511,75124,490009539S,531144,199366,207,UH07,0
3512,50361,490008308N,531140,199472,19,UH07,0
3513,55628,490006889W,531140,186524,188,CJ05,0
35140,47629,490007419C,531140,181903,289,0N09,0
35141,49321,490014403AP,531140,181907,109,0N09,0
35147,47276,490011463S,531137,170901,209,EH01,0
35150,58456,490013412G,531137,179243,109,QD03,0
35151,55049,490009681J,531137,179196,85,QD04,0
35152,47336,490008429E,531136,179191,91,QD05,0
35153,53721,490007906W1,531136,179379,97,QD07,0
35154,73998,490007521S,531134,179220,179,QD06,0
35155,72589,490008429W,531132,179183,271,QD05,0
35157,48238,490011278N,531131,175681,34,5S04,0
35161,51600,490014532S1,531130,171568,166,FM30,0
35166,54841,490010601N,531129,189925,63,XE07,0
35167,53779,490010601S,531129,189939,241,XE07,0
3517,73580,490000036R,531129,184008,236,8H02,0
35170,49386,490011430N,531128,190447,23,XF02,0
35171,53543,490005002S,531127,190368,200,XF02,0
35172,49953,490009730N,531127,190720,17,XF05,0
35173,53875,490009730S,531126,190600,197,XF05,0
35174,76954,490000217D,531124,190035,320,XE10,0
3518,56924,490004980N,531124,190126,320,TW06,0
35184,54384,490005733J,531124,177532,177,GN02,0
35185,52787,490005733K,531123,177514,355,GN02,0
35186,52478,490014313L,531122,177333,169,2104,0
35187,71909,490014313M,531120,177329,349,2104,0
35188,56458,490002029N,531119,176993,202,2105,0
35189,72033,490002029P,531119,177010,24,2105,0
35192,50161,490005460S,531118,177811,191,2211,0
35193,74765,490005460N,531117,177714,355,2210,0
35194,76968,490012674S,531117,177625,160,2210,0
35195,50426,490005634N,531116,177523,343,2116,0
35196,50092,490005634S,531114,177461,160,2116,0
35197,59066,490009446W,531110,177297,252,2115,0
35198,76139,490006451E,531110,177351,63,2115,0
352,71584,490000072G,531109,181674,70,6,0
35200,75126,490000031N,531108,175396,189,4.00E+01,0
35202,71025,490003106E,531108,179165,59,7902,0
35204,77516,490013329W,531108,188018,235,T221,0
35205,55478,490013329E,531107,188048,55,T221,0
35207,59429,490012366E,531105,187949,348,T810,0
35208,55612,490011191F,531104,187949,186,T213,0
35210,51561,490005474W,531103,187148,255,RA17,0
35211,71189,490004282A,531102,187804,358,T205,0
35212,59053,490004282B,531100,187832,78,T205,0
35214,54511,490004282D,531099,187811,145,T205,0
35215,59535,490013675S,531099,187469,255,T207,0
35216,57026,490004284T,531097,187776,33,T218,0
35217,52213,490012461N,531096,183551,334,BD08,0
35218,71104,490009786E,531094,183265,72,BD06,0
35219,47585,490006904E,531093,183313,73,BD07,0
35220,55231,490005002W,531092,190295,290,XF02,0
35221,53171,490011928S,531092,163846,186,J303,0
35222,56134,490011923N,531090,163662,10,J304,0
35223,53858,490011923S,531087,163520,166,J304,0
35224,56330,490013472S,531086,163192,170,J305,0
35225,51505,490013472W,531086,163168,259,J305,0
35229,55659,490011504W15,531084,165649,24,HC10,0
35230,76446,490009410W,531084,165642,214,HB17,0
35232,50739,4.90E+09,531082,181439,65,107,0
3525,75404,490012135N,531079,194608,11,U706,0
35254,50810,490008919A,531077,175235,63,4.00E+03,0
35255,56271,490013813E,531076,185006,44,DE02,0
35256,76541,490009058N,531076,185353,323,DD15,0
35274,76272,490008709S,531074,181212,221,A217,0
35276,59543,490000106B,531073,188599,256,T616,0
35277,49529,490006897N,531073,177308,315,2114,0
35281,73776,490012837K,531069,186429,203,DA10,0
35287,54830,490000103C,531068,175385,231,N307,0
35288,51235,490000103D,531067,175377,238,N307,0
35289,57269,490000103E,531066,175367,248,N307,0
35290,73006,490008485N,531065,183395,20,QN06,0
35291,54241,490013906N,531062,183640,15,QN05,0
35292,76875,490000092W2,531060,183965,288,QL04,0
35293,59487,490000092W1,531053,183959,290,QL04,0
35294,52824,490006956D,531053,178874,266,7B06,0
35297,48455,490011107H,531050,180993,348,BP12,0
35298,77669,490010925S,531049,178489,212,4602,0
353,58281,490015043L,531048,181573,218,8,0
35303,50055,490001298E,531042,172951,276,4M03,0
35304,77954,490007778D,531042,173060,20,4M02,0
35305,49330,490005546H,531042,178777,77,G403,0
35306,55346,490005546K,531041,178758,255,G403,0
35308,49606,490001001C,531038,179048,338,G415,0
35309,47449,490001001D,531036,179022,163,G415,0
35311,54491,490006399E,531036,178503,74,0G18,0
35312,55571,490006404W,531034,178799,22,0G07,0
35320,48093,490011771E,531034,176181,45,2B02,0
35321,76319,490011436S,531032,186732,184,V517,0
35322,50828,490011436N,531031,186635,345,V517,0
35323,77579,490003258S,531031,186328,182,V411,0
35325,57646,490004921S,531029,186074,177,V410,0
35326,74083,490000030Q,531026,187911,66,T220,0
35327,55025,490000030R,531023,187906,247,T220,0
35328,76286,490013157E,531023,181072,76,A218,0
35333,57097,490005347U,531022,187656,216,T218,0
35335,52368,490011285N,531021,174302,18,5P18,0
35336,77562,490003892E,531020,164658,146,J711,0
35337,75760,4900001201A,531019,196039,194,TM32,0
3534,71699,490015399L,531018,192188,356,U603,0
35342,49295,40004405136A,531018,168287,62,2Z04,0
35346,76909,150012891S,531018,191585,143,XL10,0
35347,53301,150012891N,531017,191607,323,XL10,0
35348,52887,490014197S,531017,191225,153,XL09,0
35349,75689,490014197N,531015,191318,325,XL09,0
35350,76442,490008794S,531015,190842,140,XL08,0
35351,49041,490003904N,531014,190926,319,XL08,0
35352,76303,490006790S,531013,190562,142,XL07,0
35353,58438,490006790N,531012,190573,322,XL07,0
35357,49120,490007512T,531012,176706,258,GH05,0
35359,49502,490015261S,531010,186758,231,R405,0
35360,76117,490010023K,531008,170061,82,LB03,0
35361,72607,490008365E,531006,187473,108,CG09,0
35363,71323,490005094E,531005,178606,118,P704,0
35368,48866,40004405076B,531004,164705,224,ZX28,0
35375,73424,490005989S,531003,178727,198,P731,0
35376,48575,490005116J,531002,163243,267,KC03,0
3538,72469,490012662W,531001,188272,256,VA01,0
35381,50539,490005765W,530996,163213,256,J110,0
35382,48167,490005765E,530991,163241,77,J110,0
35383,54522,490012554E,530990,163363,68,J111,0
35384,54408,490012554W,530990,163362,244,J111,0
35387,74151,490003988E,530988,173581,237,EF05,0
35388,50191,490010851E,530985,173502,89,EF06,0
35389,75331,490014905W,530985,173457,250,EG06,0
3539,55455,490009721B,530984,188720,180,VA07,0
35390,47793,490007368E,530983,173374,49,EG06,0
35391,47024,490013986W,530981,173210,267,EG07,0
35392,72847,490005784E,530981,173294,108,EG09,0
35393,51697,490005784W,530981,173269,261,EG09,0
35395,56353,490004783W,530977,173213,258,EG08,0
35396,76709,490004783E,530977,173230,90,EG08,0
35397,53560,490003491N,530977,191688,332,VF04,0
35399,72253,490008153E,530974,191971,59,VF24,0
35400,54157,490015524W,530973,192051,231,VF06,0
35401,47765,490008235E,530970,191953,347,VF05,0
35402,57657,490001167T,530970,178019,255,NE02,0
35403,52395,490004857E,530970,190702,106,XK07,0
35406,72088,490004130S,530970,180440,142,G307,0
35407,57163,490004421R,530968,182907,67,BF03,0
3541,77056,490011529W,530965,189646,235,VL03,0
35410,50189,490001157H,530963,186481,8,X106,0
35411,73190,490007799E,530962,192416,79,VG07,0
35412,51909,490011971W,530961,192440,275,VH25,0
35413,73475,490011971DD,530960,192438,103,VH25,0
35414,50913,490005929N,530958,192020,342,VH16,0
35415,56602,490014650S,530958,192354,194,VH13,0
35418,55358,490013159E,530956,191808,86,VH33,0
35419,71062,490006711N,530955,191755,340,VH18,0
3542,51967,490004837W,530954,190140,213,VL05,0
35420,49732,490007167N1,530953,181397,316,205,0
35423,72745,490000143W,530952,180964,251,1702,0
35424,48579,490006621F,530950,178263,307,E301,0
35432,76584,490000225U,530949,181293,292,1.00E+06,0
35435,71211,490004588E,530948,181696,65,BP04,0
35437,57149,4.90E+09,530947,192059,73,XM17,0
35438,74575,490008708N,530945,191923,338,XM16,0
35453,76939,490004065BB,530944,177385,66,GJ01,0
35457,56202,490005375S,530942,190612,178,XK10,0
35459,48471,490010018J,530939,168433,216,LC14,0
35464,51837,490011717S,530939,182230,54,0T09,0
35472,72711,490007211E,530939,192373,100,U406,0
35474,51367,490005157E,530937,190247,111,XJ06,0
3548,58936,490014994N,530936,181146,115,P108,0
35482,51623,490001344H,530936,178835,224,G015,0
35483,47558,490001344J,530936,178772,223,G015,0
35484,51244,490012755E,530933,181127,93,1010,0
35485,49926,490006267W,530933,164890,256,HB10,0
35486,48165,490006267E,530933,164931,70,HB10,0
35487,52723,490014928E,530930,179204,84,G003,0
3549,72880,490013384S,530929,181044,288,P201,0
35491,47436,490012099S,530928,166132,154,HJ05,0
35502,52642,490010273W,530928,177923,244,G605,0
35503,71216,490011309H2,530928,177516,201,GV01,0
35505,56845,490007640E,530928,177745,74,G606,0
35510,55370,490009575I,530927,164485,150,J709,0
35518,55286,490013540E,530926,177757,90,E007,0
35519,56022,490006473W,530926,182201,248,0P01,0
35520,73974,490007438S,530926,194700,219,UR01,0
35522,52867,40004405162A,530924,163944,159,0Z01,0
35523,49395,40004405162B,530923,163977,339,0Z01,0
35524,49381,40004405163A,530921,164517,201,ZX48,0
35525,58780,40004405163B,530920,164555,23,ZX48,0
35528,50854,490006651M,530919,187555,54,T204,0
35529,72450,490004097E,530918,174242,84,EA10,0
3553,57189,40004402103A,530918,171547,85,9Z22,0
3554,72704,40004402103B,530918,171543,263,9Z22,0
35541,77405,490009042W,530918,179388,265,E411,0
35550,77211,490003999N,530914,185777,327,AB01,0
35551,72893,490003999S,530912,185814,147,AB01,0
35552,76928,490004873W,530912,178245,263,3K08,0
35553,56915,490004873S,530911,178275,184,3K08,0
35556,75319,490005844X,530911,164677,233,J731,0
35557,49997,490013063S,530910,164900,58,J715,0
35560,53094,490003936N,530910,170248,342,L204,0
35561,55756,490002057B,530909,169970,162,L219,0
35563,73034,490001344G,530908,178789,123,G014,0
35568,52494,490013064V,530907,164093,349,J706,0
35570,57753,490011856W,530905,164440,343,J710,0
35572,51900,490015388D,530903,167620,339,F908,0
35573,54214,490005844Y,530902,164791,69,J712,0
35574,56321,490003926S1,530901,184752,336,DE04,0
35575,57141,490010647N,530900,184907,310,DE03,0
35576,54542,490002076Y,530900,180813,346,1101,0
35579,71166,490004006E,530900,177665,103,E008,0
3558,51946,490013274EB,530898,192350,67,SH08,0
35580,50711,490012192S,530897,177534,175,E009,0
35581,50528,490007367S,530897,177173,178,E112,0
35582,77945,490007367N,530896,177220,358,E112,0
35584,71518,490013540W,530894,177737,280,E007,0
35585,75905,490005533N,530894,177750,279,E006,0
35586,75641,490004006W,530893,177649,284,E008,0
35589,56480,490011309H1,530893,177473,23,GV01,0
3559,54797,490013274E,530892,192315,255,SH08,0
35591,75564,490011309S,530892,177248,222,GV03,0
35592,56944,490011397N,530890,183026,358,RG10,0
35597,54095,490014782S,530886,175531,162,GF05,0
35606,NONE,490010323S,530886,165141,146,JC15,0
35607,55828,490007582N,530885,178670,15,2010,0
35608,72206,490012430HT,530884,188701,99,9A02,0
35609,55067,490012431E,530882,188666,101,9A01,0
35610,75254,490012001E,530881,188547,116,9G07,0
35611,55424,490011605N,530880,178488,352,2008,0
35612,76377,490012432E,530879,188442,126,9G06,0
35613,49950,490008407E,530879,188310,111,9G05,0
35614,57408,490006624W,530879,188248,107,9H07,0
35615,74111,490008407W,530878,188281,290,9G05,0
35616,77409,490012001W,530870,188528,300,9G07,0
35617,56510,490012431W,530869,188663,281,9A01,0
35618,48201,490012430HV,530865,188691,265,9A02,0
3562,54023,490011990W,530864,162176,230,H150,0
35628,75462,490007913D,530864,180948,303,QT13,0
3563,48748,490009414E,530862,172224,66,N109,0
35630,76678,490006292U,530861,180054,3,QC03,0
35631,77891,490015231T,530858,180070,15,QC03,0
35632,76890,490000107Q,530857,196165,309,TM07,0
3564,48591,490009414W,530856,172213,246,N109,0
3565,72523,490007724W,530856,169473,294,MF02,0
35667,48709,490007418E,530853,180754,115,1103,0
35670,75498,490003738BK,530853,168858,327,FP03,0
35673,76873,490010600W,530852,178555,228,7C01,0
35674,72158,490010600E,530852,178561,48,7C01,0
35675,55309,490003001E,530851,185197,89,DG03,0
35677,53571,490015553F,530848,172218,268,2D05,0
35678,49293,490006587C,530847,196567,93,US07,0
35683,51988,490008444N,530846,191410,266,S406,0
35684,56773,490008444E,530845,191425,86,S406,0
35688,49820,490009301N,530845,190639,342,S407,0
35691,72676,490009929S,530842,182723,178,A401,0
35692,49230,490009956S,530842,183556,191,A305,0
35693,53853,490009144S,530841,183300,214,A306,0
35701,72072,490009929N,530840,182660,358,A401,0
35702,77754,490000262A,530840,182909,357,A307,0
35703,49803,490009144N,530838,183269,44,A306,0
35704,59342,490009956N,530837,183558,11,A305,0
35706,53395,490015312E,530836,178747,88,GP02,0
35707,47252,490005333Y,530836,175182,160,5708,0
35708,56653,490003310N,530834,178594,342,GP03,0
35713,48039,490012139HE,530831,171070,239,EK15,0
35714,73961,490003775W,530831,163849,251,J215,0
35716,74408,490011045N,530829,183132,297,A611,0
35719,55441,490003516W,530828,175968,268,M202,0
35727,51334,490007786W,530827,190617,285,PL04,0
35728,72174,490007786E,530827,190631,96,PL04,0
35730,75034,490013766H,530825,180502,229,0C15,0
35731,74405,490009222A,530822,196612,281,US06,0
35733,48827,490006283S,530822,171634,216,K031,0
35737,77515,490000118B,530821,176108,139,N801,0
35739,50655,490015528S1,530819,186264,160,8F02,0
35742,52912,490003985A,530815,177995,285,E216,0
35743,52118,490004801S1,530813,166831,244,F805,0
35749,56862,490007263S,530812,182525,183,A402,0
35750,49985,490006919K,530812,173030,290,2R01,0
35758,47834,490001128P,530811,185194,284,DG14,0
35759,74509,490001128O,530810,185203,101,DG14,0
35760,57156,490011912N,530809,185277,305,D610,0
35761,50326,490011912S,530805,185272,125,D610,0
35762,73234,490006182N,530805,185456,329,D609,0
35763,57061,490006182S,530804,185466,149,D609,0
35764,72027,490015434W,530803,185680,330,D608,0
35765,48369,490015434S,530801,185662,150,D608,0
35766,54444,490006961N,530801,185893,354,DA14,0
35767,49857,490013133S,530796,185960,169,DA14,0
35770,77475,490003033W,530793,183808,231,W406,0
35771,49617,490003603A,530791,184066,346,W405,0
35773,76854,490014353S,530788,175825,102,E906,0
3578,57639,490007856E,530787,173109,71,AZ10,0
35786,49021,490013877E,530787,183165,74,QT05,0
35789,71428,490003913E,530787,183867,86,RJ10,0
3579,50949,490007856W,530787,173075,251,AZ10,0
35790,76513,490007990W,530786,183898,261,RJ08,0
35791,74677,490013877W,530784,183123,243,QT05,0
35792,77209,490010363W,530783,183877,264,RJ09,0
35793,77699,490010363E,530782,183889,87,RJ09,0
35794,56958,490007990E,530780,183926,81,RJ08,0
35795,76982,490003913W,530780,183855,265,RJ10,0
35798,52514,490008521N,530779,183173,328,QT06,0
35800,53577,490004777S,530778,182049,191,QJ07,0
35801,74639,490011060C,530777,171414,100,L403,0
35803,55132,490014692N,530776,182936,289,RF13,0
3581,58431,490008400N,530775,173833,21,N318,0
35810,58205,490013232P,530774,184612,65,A902,0
35811,71690,490007750C,530773,182738,6,QT03,0
35812,57813,490007750B,530764,182720,5,QT03,0
35813,76328,490000099K,530762,182582,107,QT02,0
35828,51253,490010793S,530762,170617,190,ME15,0
35829,73300,490004792W,530761,170577,275,ME18,0
35830,74364,490004792E,530759,170592,95,ME18,0
35831,71439,490003167W,530758,170607,271,ME19,0
35832,47220,490003167E,530756,170611,95,ME19,0
35833,58518,490010276W,530755,170564,259,ME20,0
35834,55439,490010460N,530755,170858,44,ME08,0
35835,72872,4.90E+09,530749,170914,94,ME09,0
35836,55462,490000210C,530749,194248,129,U906,0
35838,50038,490010914N,530747,186611,328,T315,0
35839,55512,490010915E,530744,186635,50,T314,0
3584,50932,490007817W,530736,174385,252,N312,0
35840,74799,490008053S,530734,186924,163,T214,0
35841,75605,490008053N,530732,186878,337,T214,0
35842,53150,490005434S,530732,187376,211,T216,0
35843,55976,490005435N,530732,187041,350,T215,0
35844,75326,490005435S,530728,187107,179,T215,0
35845,56615,490009624W,530724,187584,123,T217,0
35846,75863,490005434N,530722,187341,26,T216,0
35847,77389,490009624V,530720,187608,311,T217,0
3585,50953,40004402091A,530720,170395,102,4Z07,0
35850,57435,490007588E,530718,197488,98,UJ07,0
35851,71952,490009127S,530717,197910,184,UN01,0
35852,72516,490009127N,530717,197853,4,UN01,0
35853,53075,490006964S,530717,197575,185,UN02,0
35854,48226,490006964N,530716,197511,2,UN02,0
35856,58245,490003135W,530715,198122,268,UH22,0
35857,75952,490003145E,530713,198160,95,UH21,0
35858,57025,490007588W,530713,197476,278,UJ07,0
35859,57199,490004831E,530709,197487,87,UJ06,0
35860,47174,490004831W,530708,197470,273,UJ06,0
35861,57960,490010895E,530705,197491,85,UM07,0
35862,53684,490010894W,530702,197469,273,UM07,0
35863,52911,490004828E,530701,197495,92,UM08,0
35864,76454,490012075W,530698,197482,271,UM08,0
35865,54992,490003145W,530697,198156,277,UH21,0
35866,76233,490006348W,530696,198211,282,UH20,0
